companyName;expectedArrivalHour;expectedArrivalDayOfWeek;probabilityOf60Delay
EASYJET;12-15;THURSDAY;0.15384615384615383
LUFTHANSA;12-15;THURSDAY;0.0
BRITISH AIRWAYS;12-15;THURSDAY;0.0
EASYJET;12-15;THURSDAY;0.15384615384615383
NORWEGIAN;12-15;THURSDAY;0.0
IBERIA;12-15;THURSDAY;0.0
SAUDIA;12-15;THURSDAY;0.0
EASYJET;12-15;THURSDAY;0.15384615384615383
AIR ALGERIE;12-15;THURSDAY;0.0
EASYJET;12-15;THURSDAY;0.15384615384615383
EASYJET;12-15;THURSDAY;0.15384615384615383
EASYJET;12-15;THURSDAY;0.15384615384615383
VUELING;12-15;THURSDAY;0.0
EASYJET;12-15;THURSDAY;0.15384615384615383
SWISS;12-15;THURSDAY;0.0
EASYJET;12-15;THURSDAY;0.15384615384615383
AER LINGUS;12-15;THURSDAY;0.9999999999999999
EUROWINGS;12-15;THURSDAY;0.9999999999999999
LUFTHANSA;16-19;THURSDAY;0.49999999999999994
EASYJET;16-19;THURSDAY;0.16666666666666669
AIR FRANCE;16-19;THURSDAY;0.0
EASYJET;16-19;THURSDAY;0.16666666666666669
ROYAL AIR MAROC;16-19;THURSDAY;0.0
EASYJET;16-19;THURSDAY;0.16666666666666669
BRUSSELS AIRLINES;16-19;THURSDAY;0.0
KLM ROYAL DUTCH AIRLINES;16-19;THURSDAY;0.0
EASYJET;16-19;THURSDAY;0.16666666666666669
EASYJET;16-19;THURSDAY;0.16666666666666669
AUSTRIAN;16-19;THURSDAY;0.0
LUXAIR;16-19;THURSDAY;0.0
TURKISH AIRLINES;16-19;THURSDAY;0.0
SWISS;16-19;THURSDAY;0.375
EASYJET;16-19;THURSDAY;0.16666666666666669
EASYJET;16-19;THURSDAY;0.16666666666666669
EASYJET;16-19;THURSDAY;0.16666666666666669
ALITALIA;16-19;THURSDAY;0.0
SWISS;16-19;THURSDAY;0.375
LUFTHANSA;16-19;THURSDAY;0.49999999999999994
AIR FRANCE;16-19;THURSDAY;0.0
AIR BALTIC;16-19;THURSDAY;0.0
TAP PORTUGAL;16-19;THURSDAY;0.0
SWISS;16-19;THURSDAY;0.375
EASYJET;16-19;THURSDAY;0.16666666666666669
EASYJET;16-19;THURSDAY;0.16666666666666669
VUELING;16-19;THURSDAY;0.0
IBERIA;16-19;THURSDAY;0.0
SWISS;16-19;THURSDAY;0.375
EASYJET;16-19;THURSDAY;0.16666666666666669
BRITISH AIRWAYS;16-19;THURSDAY;0.0
LUFTHANSA;16-19;THURSDAY;0.49999999999999994
EASYJET;16-19;THURSDAY;0.16666666666666669
BRUSSELS AIRLINES;16-19;THURSDAY;0.0
EASYJET;16-19;THURSDAY;0.16666666666666669
SWISS;16-19;THURSDAY;0.375
EASYJET;16-19;THURSDAY;0.16666666666666669
SWISS;16-19;THURSDAY;0.375
SWISS;16-19;THURSDAY;0.375
KLM ROYAL DUTCH AIRLINES;16-19;THURSDAY;0.0
LUFTHANSA;16-19;THURSDAY;0.49999999999999994
EASYJET;16-19;THURSDAY;0.16666666666666669
LOT POLISH AIRLINES;16-19;THURSDAY;0.0
EASYJET;16-19;THURSDAY;0.16666666666666669
EASYJET;16-19;THURSDAY;0.16666666666666669
AUSTRIAN;16-19;THURSDAY;0.0
TAP PORTUGAL;16-19;THURSDAY;0.0
LUFTHANSA;16-19;THURSDAY;0.49999999999999994
SAS SCANDINAVIAN AIRLINES;16-19;THURSDAY;0.0
EASYJET;16-19;THURSDAY;0.16666666666666669
AIR FRANCE;16-19;THURSDAY;0.0
EMIRATES;16-19;THURSDAY;0.0
SWISS;16-19;THURSDAY;0.375
BRITISH AIRWAYS;20-23;THURSDAY;0.49999999999999994
EASYJET;20-23;THURSDAY;0.2777777777777778
EASYJET;20-23;THURSDAY;0.2777777777777778
EASYJET;20-23;THURSDAY;0.2777777777777778
EASYJET;20-23;THURSDAY;0.2777777777777778
AEROFLOT;20-23;THURSDAY;0.0
EASYJET;20-23;THURSDAY;0.2777777777777778
EASYJET;20-23;THURSDAY;0.2777777777777778
LUXAIR;20-23;THURSDAY;0.0
EASYJET;20-23;THURSDAY;0.2777777777777778
EASYJET;20-23;THURSDAY;0.2777777777777778
EASYJET;20-23;THURSDAY;0.2777777777777778
EASYJET;20-23;THURSDAY;0.2777777777777778
SWISS;20-23;THURSDAY;0.6249999999999999
SWISS;20-23;THURSDAY;0.6249999999999999
SWISS;20-23;THURSDAY;0.6249999999999999
AUSTRIAN;20-23;THURSDAY;0.0
BRUSSELS AIRLINES;20-23;THURSDAY;0.0
AIR FRANCE;20-23;THURSDAY;0.9999999999999999
SWISS;20-23;THURSDAY;0.6249999999999999
IBERIA;20-23;THURSDAY;0.0
LUFTHANSA;20-23;THURSDAY;0.0
EASYJET;20-23;THURSDAY;0.2777777777777778
EASYJET;20-23;THURSDAY;0.2777777777777778
KLM ROYAL DUTCH AIRLINES;20-23;THURSDAY;0.9999999999999999
EASYJET;20-23;THURSDAY;0.2777777777777778
BRITISH AIRWAYS;20-23;THURSDAY;0.49999999999999994
EASYJET;20-23;THURSDAY;0.2777777777777778
EASYJET;20-23;THURSDAY;0.2777777777777778
EASYJET;20-23;THURSDAY;0.2777777777777778
SWISS;20-23;THURSDAY;0.6249999999999999
EASYJET;20-23;THURSDAY;0.2777777777777778
EASYJET;20-23;THURSDAY;0.2777777777777778
EASYJET;20-23;THURSDAY;0.2777777777777778
EASYJET;20-23;THURSDAY;0.2777777777777778
SWISS;20-23;THURSDAY;0.6249999999999999
EASYJET;20-23;THURSDAY;0.2777777777777778
EASYJET;20-23;THURSDAY;0.2777777777777778
SWISS;20-23;THURSDAY;0.6249999999999999
ALITALIA;20-23;THURSDAY;0.0
SWISS;20-23;THURSDAY;0.6249999999999999
TAP PORTUGAL;20-23;THURSDAY;0.0
QATAR AIRWAYS;0-11;FRIDAY;0.0
BRUSSELS AIRLINES;0-11;FRIDAY;0.0
UNITED AIRLINES;0-11;FRIDAY;0.24999999999999997
ETIHAD AIRWAYS;0-11;FRIDAY;0.0
LUXAIR;0-11;FRIDAY;0.0
UNITED AIRLINES;0-11;FRIDAY;0.24999999999999997
EASYJET;0-11;FRIDAY;0.043478260869565216
EASYJET;0-11;FRIDAY;0.043478260869565216
AIR FRANCE;0-11;FRIDAY;0.0
KLM ROYAL DUTCH AIRLINES;0-11;FRIDAY;0.0
SWISS;0-11;FRIDAY;0.0
LUFTHANSA;0-11;FRIDAY;0.0
AUSTRIAN;0-11;FRIDAY;0.0
EASYJET;0-11;FRIDAY;0.043478260869565216
VUELING;0-11;FRIDAY;0.0
LUFTHANSA;0-11;FRIDAY;0.0
EASYJET;0-11;FRIDAY;0.043478260869565216
EASYJET;0-11;FRIDAY;0.043478260869565216
EASYJET;0-11;FRIDAY;0.043478260869565216
EASYJET;0-11;FRIDAY;0.043478260869565216
SWISS;0-11;FRIDAY;0.0
BRITISH AIRWAYS;0-11;FRIDAY;0.0
EASYJET;0-11;FRIDAY;0.043478260869565216
SWISS;0-11;FRIDAY;0.0
AIR FRANCE;0-11;FRIDAY;0.0
LOT POLISH AIRLINES;0-11;FRIDAY;0.0
BRITISH AIRWAYS;0-11;FRIDAY;0.0
EASYJET;0-11;FRIDAY;0.043478260869565216
EASYJET;0-11;FRIDAY;0.043478260869565216
LUFTHANSA;0-11;FRIDAY;0.0
EASYJET;0-11;FRIDAY;0.043478260869565216
AIR CANADA;0-11;FRIDAY;0.0
BELAVIA;0-11;FRIDAY;0.0
EASYJET;0-11;FRIDAY;0.043478260869565216
EASYJET;0-11;FRIDAY;0.043478260869565216
SWISS;0-11;FRIDAY;0.0
EASYJET;0-11;FRIDAY;0.043478260869565216
SAS SCANDINAVIAN AIRLINES;0-11;FRIDAY;0.0
MEA MIDDLE EAST AIRLINES;0-11;FRIDAY;0.0
TURKISH AIRLINES;0-11;FRIDAY;0.0
BRUSSELS AIRLINES;0-11;FRIDAY;0.0
SWISS;0-11;FRIDAY;0.0
EASYJET;0-11;FRIDAY;0.043478260869565216
ALITALIA;0-11;FRIDAY;0.0
EASYJET;0-11;FRIDAY;0.043478260869565216
EASYJET;0-11;FRIDAY;0.043478260869565216
EASYJET;0-11;FRIDAY;0.043478260869565216
BRITISH AIRWAYS;0-11;FRIDAY;0.0
KLM ROYAL DUTCH AIRLINES;0-11;FRIDAY;0.0
EASYJET;0-11;FRIDAY;0.043478260869565216
AIR FRANCE;0-11;FRIDAY;0.0
SWISS;0-11;FRIDAY;0.0
SWISS;0-11;FRIDAY;0.0
EASYJET;0-11;FRIDAY;0.043478260869565216
IBERIA;0-11;FRIDAY;0.0
SWISS;0-11;FRIDAY;0.0
EASYJET;0-11;FRIDAY;0.043478260869565216
AEROFLOT;0-11;FRIDAY;0.49999999999999994
EASYJET;0-11;FRIDAY;0.043478260869565216
SAS SCANDINAVIAN AIRLINES;0-11;FRIDAY;0.0
EASYJET;0-11;FRIDAY;0.043478260869565216
TAP PORTUGAL;0-11;FRIDAY;0.0
SWISS;12-15;FRIDAY;0.1111111111111111
EASYJET;12-15;FRIDAY;0.07142857142857142
BRITISH AIRWAYS;12-15;FRIDAY;0.0
LUXAIR;12-15;FRIDAY;0.0
EASYJET;12-15;FRIDAY;0.07142857142857142
AIR FRANCE;12-15;FRIDAY;0.0
UKRAINE INTERNATIONAL;12-15;FRIDAY;0.0
TAP PORTUGAL;12-15;FRIDAY;0.0
SWISS;12-15;FRIDAY;0.1111111111111111
EMIRATES;12-15;FRIDAY;0.0
EASYJET;12-15;FRIDAY;0.07142857142857142
LUFTHANSA;12-15;FRIDAY;0.0
KLM ROYAL DUTCH AIRLINES;12-15;FRIDAY;0.0
EASYJET;12-15;FRIDAY;0.07142857142857142
AIR FRANCE;12-15;FRIDAY;0.0
EASYJET;12-15;FRIDAY;0.07142857142857142
TURKISH AIRLINES;12-15;FRIDAY;0.0
SWISS;12-15;FRIDAY;0.1111111111111111
WIZZ AIR;12-15;FRIDAY;0.0
EGYPTAIR;12-15;FRIDAY;0.0
KUWAIT AIRWAYS;12-15;FRIDAY;0.0
IBERIA;12-15;FRIDAY;0.0
ROYAL JORDANIAN;12-15;FRIDAY;0.0
LUFTHANSA;12-15;FRIDAY;0.0
BRITISH AIRWAYS;12-15;FRIDAY;0.0
EASYJET;12-15;FRIDAY;0.07142857142857142
EASYJET;12-15;FRIDAY;0.07142857142857142
EASYJET;12-15;FRIDAY;0.07142857142857142
SAUDIA;12-15;FRIDAY;0.0
AIR ALGERIE;12-15;FRIDAY;0.0
EASYJET;12-15;FRIDAY;0.07142857142857142
AIR MOLDOVA;12-15;FRIDAY;0.0
EASYJET;12-15;FRIDAY;0.07142857142857142
EASYJET;12-15;FRIDAY;0.07142857142857142
SWISS;12-15;FRIDAY;0.1111111111111111
EASYJET;12-15;FRIDAY;0.07142857142857142
VUELING;12-15;FRIDAY;0.0
EASYJET;12-15;FRIDAY;0.07142857142857142
AEGEAN AIRLINES;12-15;FRIDAY;0.0
WIZZ AIR;12-15;FRIDAY;0.0
EASYJET;12-15;FRIDAY;0.07142857142857142
EUROWINGS;12-15;FRIDAY;0.0
AER LINGUS;12-15;FRIDAY;0.0
LUFTHANSA;16-19;FRIDAY;0.19999999999999998
EASYJET;16-19;FRIDAY;0.07142857142857142
AIR FRANCE;16-19;FRIDAY;0.0
EASYJET;16-19;FRIDAY;0.07142857142857142
EASYJET;16-19;FRIDAY;0.07142857142857142
EASYJET;16-19;FRIDAY;0.07142857142857142
BRUSSELS AIRLINES;16-19;FRIDAY;0.0
MHS AVIATION;16-19;FRIDAY;0.0
KLM ROYAL DUTCH AIRLINES;16-19;FRIDAY;0.49999999999999994
EASYJET;16-19;FRIDAY;0.07142857142857142
BRITISH AIRWAYS;16-19;FRIDAY;0.0
AUSTRIAN;16-19;FRIDAY;0.0
LUXAIR;16-19;FRIDAY;0.0
SWISS;16-19;FRIDAY;0.35294117647058826
EASYJET;16-19;FRIDAY;0.07142857142857142
SWISS;16-19;FRIDAY;0.35294117647058826
SWISS;16-19;FRIDAY;0.35294117647058826
EASYJET;16-19;FRIDAY;0.07142857142857142
ALITALIA;16-19;FRIDAY;0.0
SWISS;16-19;FRIDAY;0.35294117647058826
EASYJET;16-19;FRIDAY;0.07142857142857142
AIR FRANCE;16-19;FRIDAY;0.0
LUFTHANSA;16-19;FRIDAY;0.19999999999999998
TUNISAIR;16-19;FRIDAY;0.0
TURKISH AIRLINES;16-19;FRIDAY;0.0
TAP PORTUGAL;16-19;FRIDAY;0.0
SWISS;16-19;FRIDAY;0.35294117647058826
EASYJET;16-19;FRIDAY;0.07142857142857142
VUELING;16-19;FRIDAY;0.49999999999999994
IBERIA;16-19;FRIDAY;0.0
EASYJET;16-19;FRIDAY;0.07142857142857142
BRITISH AIRWAYS;16-19;FRIDAY;0.0
EASYJET;16-19;FRIDAY;0.07142857142857142
LUFTHANSA;16-19;FRIDAY;0.19999999999999998
FINNAIR;16-19;FRIDAY;0.0
BRUSSELS AIRLINES;16-19;FRIDAY;0.0
EASYJET;16-19;FRIDAY;0.07142857142857142
SWISS;16-19;FRIDAY;0.35294117647058826
EASYJET;16-19;FRIDAY;0.07142857142857142
EASYJET;16-19;FRIDAY;0.07142857142857142
SWISS;16-19;FRIDAY;0.35294117647058826
AEGEAN AIRLINES;16-19;FRIDAY;0.0
EASYJET;16-19;FRIDAY;0.07142857142857142
SWISS;16-19;FRIDAY;0.35294117647058826
EASYJET;16-19;FRIDAY;0.07142857142857142
EASYJET;16-19;FRIDAY;0.07142857142857142
KLM ROYAL DUTCH AIRLINES;16-19;FRIDAY;0.49999999999999994
LUFTHANSA;16-19;FRIDAY;0.19999999999999998
EASYJET;16-19;FRIDAY;0.07142857142857142
LOT POLISH AIRLINES;16-19;FRIDAY;0.0
EASYJET;16-19;FRIDAY;0.07142857142857142
EASYJET;16-19;FRIDAY;0.07142857142857142
TAP PORTUGAL;16-19;FRIDAY;0.0
AUSTRIAN;16-19;FRIDAY;0.0
LUFTHANSA;16-19;FRIDAY;0.19999999999999998
SAS SCANDINAVIAN AIRLINES;16-19;FRIDAY;0.0
EASYJET;16-19;FRIDAY;0.07142857142857142
AIR FRANCE;16-19;FRIDAY;0.0
EUROWINGS;16-19;FRIDAY;0.49999999999999994
EMIRATES;16-19;FRIDAY;0.0
SWISS;16-19;FRIDAY;0.35294117647058826
EASYJET;20-23;FRIDAY;0.19047619047619047
BRITISH AIRWAYS;20-23;FRIDAY;0.0
EASYJET;20-23;FRIDAY;0.19047619047619047
BRITISH AIRWAYS;20-23;FRIDAY;0.0
BRUSSELS AIRLINES;20-23;FRIDAY;0.3333333333333333
EASYJET;20-23;FRIDAY;0.19047619047619047
AEROFLOT;20-23;FRIDAY;0.0
EASYJET;20-23;FRIDAY;0.19047619047619047
EASYJET;20-23;FRIDAY;0.19047619047619047
EASYJET;20-23;FRIDAY;0.19047619047619047
LUXAIR;20-23;FRIDAY;0.0
EASYJET;20-23;FRIDAY;0.19047619047619047
EASYJET;20-23;FRIDAY;0.19047619047619047
EASYJET;20-23;FRIDAY;0.19047619047619047
EASYJET;20-23;FRIDAY;0.19047619047619047
EASYJET;20-23;FRIDAY;0.19047619047619047
TURKISH AIRLINES;20-23;FRIDAY;0.0
SWISS;20-23;FRIDAY;0.1875
SWISS;20-23;FRIDAY;0.1875
AUSTRIAN;20-23;FRIDAY;0.0
AIR FRANCE;20-23;FRIDAY;0.0
BRUSSELS AIRLINES;20-23;FRIDAY;0.3333333333333333
SWISS;20-23;FRIDAY;0.1875
SWISS;20-23;FRIDAY;0.1875
IBERIA;20-23;FRIDAY;0.0
LUFTHANSA;20-23;FRIDAY;0.0
EASYJET;20-23;FRIDAY;0.19047619047619047
KLM ROYAL DUTCH AIRLINES;20-23;FRIDAY;0.0
EASYJET;20-23;FRIDAY;0.19047619047619047
EASYJET;20-23;FRIDAY;0.19047619047619047
EASYJET;20-23;FRIDAY;0.19047619047619047
EASYJET;20-23;FRIDAY;0.19047619047619047
EASYJET;20-23;FRIDAY;0.19047619047619047
EASYJET;20-23;FRIDAY;0.19047619047619047
BRITISH AIRWAYS;20-23;FRIDAY;0.0
EASYJET;20-23;FRIDAY;0.19047619047619047
SWISS;20-23;FRIDAY;0.1875
EASYJET;20-23;FRIDAY;0.19047619047619047
EASYJET;20-23;FRIDAY;0.19047619047619047
SWISS;20-23;FRIDAY;0.1875
SWISS;20-23;FRIDAY;0.1875
EASYJET;20-23;FRIDAY;0.19047619047619047
EASYJET;20-23;FRIDAY;0.19047619047619047
ALITALIA;20-23;FRIDAY;0.0
EASYJET;20-23;FRIDAY;0.19047619047619047
SWISS;20-23;FRIDAY;0.1875
TAP PORTUGAL;20-23;FRIDAY;0.0
AIR CHINA;0-11;SATURDAY;0.49999999999999994
BRUSSELS AIRLINES;0-11;SATURDAY;0.0
UNITED AIRLINES;0-11;SATURDAY;0.24999999999999997
ETIHAD AIRWAYS;0-11;SATURDAY;0.0
UNITED AIRLINES;0-11;SATURDAY;0.24999999999999997
EASYJET;0-11;SATURDAY;0.021739130434782608
KLM ROYAL DUTCH AIRLINES;0-11;SATURDAY;0.0
EASYJET;0-11;SATURDAY;0.021739130434782608
AIR FRANCE;0-11;SATURDAY;0.16666666666666666
SWISS;0-11;SATURDAY;0.0
LUFTHANSA;0-11;SATURDAY;0.0
AUSTRIAN;0-11;SATURDAY;0.0
EASYJET;0-11;SATURDAY;0.021739130434782608
VUELING;0-11;SATURDAY;0.0
EASYJET;0-11;SATURDAY;0.021739130434782608
EASYJET;0-11;SATURDAY;0.021739130434782608
LUFTHANSA;0-11;SATURDAY;0.0
EASYJET;0-11;SATURDAY;0.021739130434782608
SWISS;0-11;SATURDAY;0.0
EASYJET;0-11;SATURDAY;0.021739130434782608
EASYJET;0-11;SATURDAY;0.021739130434782608
SWISS;0-11;SATURDAY;0.0
EASYJET;0-11;SATURDAY;0.021739130434782608
AIR FRANCE;0-11;SATURDAY;0.16666666666666666
EASYJET;0-11;SATURDAY;0.021739130434782608
LOT POLISH AIRLINES;0-11;SATURDAY;0.0
BRITISH AIRWAYS;0-11;SATURDAY;0.0
EASYJET;0-11;SATURDAY;0.021739130434782608
EASYJET;0-11;SATURDAY;0.021739130434782608
AIR CANADA;0-11;SATURDAY;0.0
LUFTHANSA;0-11;SATURDAY;0.0
EASYJET;0-11;SATURDAY;0.021739130434782608
FINNAIR;0-11;SATURDAY;0.0
SWISS;0-11;SATURDAY;0.0
EASYJET;0-11;SATURDAY;0.021739130434782608
EASYJET;0-11;SATURDAY;0.021739130434782608
AEGEAN AIRLINES;0-11;SATURDAY;0.0
MEA MIDDLE EAST AIRLINES;0-11;SATURDAY;0.0
TUNISAIR;0-11;SATURDAY;0.0
BRUSSELS AIRLINES;0-11;SATURDAY;0.0
TURKISH AIRLINES;0-11;SATURDAY;0.0
EASYJET;0-11;SATURDAY;0.021739130434782608
EASYJET;0-11;SATURDAY;0.021739130434782608
ALITALIA;0-11;SATURDAY;0.0
EASYJET;0-11;SATURDAY;0.021739130434782608
BRITISH AIRWAYS;0-11;SATURDAY;0.0
SWISS;0-11;SATURDAY;0.0
SWISS;0-11;SATURDAY;0.0
AIR FRANCE;0-11;SATURDAY;0.16666666666666666
KLM ROYAL DUTCH AIRLINES;0-11;SATURDAY;0.0
EASYJET;0-11;SATURDAY;0.021739130434782608
SWISS;0-11;SATURDAY;0.0
SWISS;0-11;SATURDAY;0.0
EASYJET;0-11;SATURDAY;0.021739130434782608
IBERIA;0-11;SATURDAY;0.0
SWISS;0-11;SATURDAY;0.0
EASYJET;0-11;SATURDAY;0.021739130434782608
AEROFLOT;0-11;SATURDAY;0.0
EASYJET;0-11;SATURDAY;0.021739130434782608
EASYJET;0-11;SATURDAY;0.021739130434782608
TAP PORTUGAL;0-11;SATURDAY;0.0
EASYJET;12-15;SATURDAY;0.09999999999999999
TUNISAIR;12-15;SATURDAY;0.0
BRITISH AIRWAYS;12-15;SATURDAY;0.3333333333333333
EASYJET;12-15;SATURDAY;0.09999999999999999
EASYJET;12-15;SATURDAY;0.09999999999999999
AIR FRANCE;12-15;SATURDAY;0.0
EASYJET;12-15;SATURDAY;0.09999999999999999
UKRAINE INTERNATIONAL;12-15;SATURDAY;0.0
TAP PORTUGAL;12-15;SATURDAY;0.0
ICELANDAIR;12-15;SATURDAY;0.0
EASYJET;12-15;SATURDAY;0.09999999999999999
GERMANIA FLUG;12-15;SATURDAY;0.0
SWISS;12-15;SATURDAY;0.12499999999999999
HOP;12-15;SATURDAY;0.3333333333333333
EMIRATES;12-15;SATURDAY;0.0
LUFTHANSA;12-15;SATURDAY;0.0
EASYJET;12-15;SATURDAY;0.09999999999999999
EASYJET;12-15;SATURDAY;0.09999999999999999
QATAR AIRWAYS;12-15;SATURDAY;0.0
KLM ROYAL DUTCH AIRLINES;12-15;SATURDAY;0.0
AIR FRANCE;12-15;SATURDAY;0.0
SWISS;12-15;SATURDAY;0.12499999999999999
PEGASUS;12-15;SATURDAY;0.0
EASYJET;12-15;SATURDAY;0.09999999999999999
EASYJET;12-15;SATURDAY;0.09999999999999999
LUFTHANSA;12-15;SATURDAY;0.0
EASYJET;12-15;SATURDAY;0.09999999999999999
SWISS;12-15;SATURDAY;0.12499999999999999
EASYJET;12-15;SATURDAY;0.09999999999999999
SAUDIA;12-15;SATURDAY;0.0
AIR ALGERIE;12-15;SATURDAY;0.0
HOP;12-15;SATURDAY;0.3333333333333333
EASYJET;12-15;SATURDAY;0.09999999999999999
EASYJET;12-15;SATURDAY;0.09999999999999999
EASYJET;12-15;SATURDAY;0.09999999999999999
EASYJET;12-15;SATURDAY;0.09999999999999999
EASYJET;12-15;SATURDAY;0.09999999999999999
SWISS;12-15;SATURDAY;0.12499999999999999
EASYJET;12-15;SATURDAY;0.09999999999999999
EASYJET;12-15;SATURDAY;0.09999999999999999
EASYJET;12-15;SATURDAY;0.09999999999999999
EASYJET;12-15;SATURDAY;0.09999999999999999
AER LINGUS;12-15;SATURDAY;0.0
LUFTHANSA;16-19;SATURDAY;0.0
SWISS;16-19;SATURDAY;0.24999999999999997
EASYJET;16-19;SATURDAY;0.19999999999999998
ROYAL AIR MAROC;16-19;SATURDAY;0.0
EASYJET;16-19;SATURDAY;0.19999999999999998
KLM ROYAL DUTCH AIRLINES;16-19;SATURDAY;0.0
AIR MALTA;16-19;SATURDAY;0.49999999999999994
BRITISH AIRWAYS;16-19;SATURDAY;0.0
EASYJET;16-19;SATURDAY;0.19999999999999998
EASYJET;16-19;SATURDAY;0.19999999999999998
SWISS;16-19;SATURDAY;0.24999999999999997
EASYJET;16-19;SATURDAY;0.19999999999999998
LUFTHANSA;16-19;SATURDAY;0.0
ALITALIA;16-19;SATURDAY;0.0
SWISS;16-19;SATURDAY;0.24999999999999997
AIR FRANCE;16-19;SATURDAY;0.0
EASYJET;16-19;SATURDAY;0.19999999999999998
AIR BALTIC;16-19;SATURDAY;0.49999999999999994
TURKISH AIRLINES;16-19;SATURDAY;0.0
SWISS;16-19;SATURDAY;0.24999999999999997
EASYJET;16-19;SATURDAY;0.19999999999999998
TAP PORTUGAL;16-19;SATURDAY;0.0
SWISS;16-19;SATURDAY;0.24999999999999997
VUELING;16-19;SATURDAY;0.0
IBERIA;16-19;SATURDAY;0.0
LUFTHANSA;16-19;SATURDAY;0.0
FINNAIR;16-19;SATURDAY;0.0
BRITISH AIRWAYS;16-19;SATURDAY;0.0
EASYJET;16-19;SATURDAY;0.19999999999999998
EASYJET;16-19;SATURDAY;0.19999999999999998
SWISS;16-19;SATURDAY;0.24999999999999997
SWISS;16-19;SATURDAY;0.24999999999999997
KLM ROYAL DUTCH AIRLINES;16-19;SATURDAY;0.0
LUFTHANSA;16-19;SATURDAY;0.0
EASYJET;16-19;SATURDAY;0.19999999999999998
LOT POLISH AIRLINES;16-19;SATURDAY;0.0
TAP PORTUGAL;16-19;SATURDAY;0.0
AUSTRIAN;16-19;SATURDAY;0.0
LUFTHANSA;16-19;SATURDAY;0.0
AIR FRANCE;16-19;SATURDAY;0.0
EMIRATES;16-19;SATURDAY;0.0
SWISS;16-19;SATURDAY;0.24999999999999997
EASYJET;20-23;SATURDAY;0.15624999999999997
BRITISH AIRWAYS;20-23;SATURDAY;0.0
EASYJET;20-23;SATURDAY;0.15624999999999997
AEROFLOT;20-23;SATURDAY;0.0
EASYJET;20-23;SATURDAY;0.15624999999999997
EASYJET;20-23;SATURDAY;0.15624999999999997
TURKISH AIRLINES;20-23;SATURDAY;0.0
SWISS;20-23;SATURDAY;0.0
EASYJET;20-23;SATURDAY;0.15624999999999997
EASYJET;20-23;SATURDAY;0.15624999999999997
EASYJET;20-23;SATURDAY;0.15624999999999997
BRUSSELS AIRLINES;20-23;SATURDAY;0.0
AIR FRANCE;20-23;SATURDAY;0.0
SWISS;20-23;SATURDAY;0.0
SWISS;20-23;SATURDAY;0.0
LUFTHANSA;20-23;SATURDAY;0.0
IBERIA;20-23;SATURDAY;0.0
KLM ROYAL DUTCH AIRLINES;20-23;SATURDAY;0.0
EASYJET;20-23;SATURDAY;0.15624999999999997
EASYJET;20-23;SATURDAY;0.15624999999999997
BRITISH AIRWAYS;20-23;SATURDAY;0.0
EASYJET;20-23;SATURDAY;0.15624999999999997
EASYJET;20-23;SATURDAY;0.15624999999999997
EASYJET;20-23;SATURDAY;0.15624999999999997
EASYJET;20-23;SATURDAY;0.15624999999999997
EASYJET;20-23;SATURDAY;0.15624999999999997
EASYJET;20-23;SATURDAY;0.15624999999999997
EASYJET;20-23;SATURDAY;0.15624999999999997
EASYJET;20-23;SATURDAY;0.15624999999999997
EASYJET;20-23;SATURDAY;0.15624999999999997
ALITALIA;20-23;SATURDAY;0.0
SWISS;20-23;SATURDAY;0.0
TAP PORTUGAL;20-23;SATURDAY;0.0
ETHIOPIAN AIRLINES;0-11;SUNDAY;0.0
UNITED AIRLINES;0-11;SUNDAY;0.49999999999999994
ETIHAD AIRWAYS;0-11;SUNDAY;0.0
UNITED AIRLINES;0-11;SUNDAY;0.49999999999999994
EASYJET;0-11;SUNDAY;0.06976744186046512
EASYJET;0-11;SUNDAY;0.06976744186046512
AIR FRANCE;0-11;SUNDAY;0.0
KLM ROYAL DUTCH AIRLINES;0-11;SUNDAY;0.0
SWISS;0-11;SUNDAY;0.08333333333333333
LUFTHANSA;0-11;SUNDAY;0.16666666666666666
AUSTRIAN;0-11;SUNDAY;0.0
VUELING;0-11;SUNDAY;0.0
LUFTHANSA;0-11;SUNDAY;0.16666666666666666
EASYJET;0-11;SUNDAY;0.06976744186046512
SWISS;0-11;SUNDAY;0.08333333333333333
EASYJET;0-11;SUNDAY;0.06976744186046512
BRITISH AIRWAYS;0-11;SUNDAY;0.0
EASYJET;0-11;SUNDAY;0.06976744186046512
AIR FRANCE;0-11;SUNDAY;0.0
SAS SCANDINAVIAN AIRLINES;0-11;SUNDAY;0.0
EL AL;0-11;SUNDAY;0.0
LOT POLISH AIRLINES;0-11;SUNDAY;0.0
EASYJET;0-11;SUNDAY;0.06976744186046512
NORWEGIAN;0-11;SUNDAY;0.0
EASYJET;0-11;SUNDAY;0.06976744186046512
EASYJET;0-11;SUNDAY;0.06976744186046512
EASYJET;0-11;SUNDAY;0.06976744186046512
LUFTHANSA;0-11;SUNDAY;0.16666666666666666
AIR CANADA;0-11;SUNDAY;0.0
BELAVIA;0-11;SUNDAY;0.0
EASYJET;0-11;SUNDAY;0.06976744186046512
EASYJET;0-11;SUNDAY;0.06976744186046512
SWISS;0-11;SUNDAY;0.08333333333333333
SWISS;0-11;SUNDAY;0.08333333333333333
EASYJET;0-11;SUNDAY;0.06976744186046512
TURKISH AIRLINES;0-11;SUNDAY;0.0
