companyName;expectedArrivalHour;expectedArrivalDayOfWeek;probabilityOf60Delay
ICELANDAIR;12-15;SATURDAY;0.0
EASYJET;12-15;SATURDAY;0.1
GERMANIA FLUG;12-15;SATURDAY;0.0
SWISS;12-15;SATURDAY;0.125
HOP;12-15;SATURDAY;0.33333333333333337
EMIRATES;12-15;SATURDAY;0.0
LUFTHANSA;12-15;SATURDAY;0.0
EASYJET;12-15;SATURDAY;0.1
EASYJET;12-15;SATURDAY;0.1
QATAR AIRWAYS;12-15;SATURDAY;0.0
KLM ROYAL DUTCH AIRLINES;12-15;SATURDAY;0.0
AIR FRANCE;12-15;SATURDAY;0.0
SWISS;12-15;SATURDAY;0.125
PEGASUS;12-15;SATURDAY;0.0
EASYJET;12-15;SATURDAY;0.1
EASYJET;12-15;SATURDAY;0.1
LUFTHANSA;12-15;SATURDAY;0.0
EASYJET;12-15;SATURDAY;0.1
SWISS;12-15;SATURDAY;0.125
EASYJET;12-15;SATURDAY;0.1
SAUDIA;12-15;SATURDAY;0.0
AIR ALGERIE;12-15;SATURDAY;0.0
HOP;12-15;SATURDAY;0.33333333333333337
EASYJET;12-15;SATURDAY;0.1
EASYJET;12-15;SATURDAY;0.1
EASYJET;12-15;SATURDAY;0.1
EASYJET;12-15;SATURDAY;0.1
EASYJET;12-15;SATURDAY;0.1
SWISS;12-15;SATURDAY;0.125
EASYJET;12-15;SATURDAY;0.1
EASYJET;12-15;SATURDAY;0.1
EASYJET;12-15;SATURDAY;0.1
EASYJET;12-15;SATURDAY;0.1
AER LINGUS;12-15;SATURDAY;0.0
LUFTHANSA;16-19;SATURDAY;0.0
SWISS;16-19;SATURDAY;0.25
EASYJET;16-19;SATURDAY;0.2
ROYAL AIR MAROC;16-19;SATURDAY;0.0
EASYJET;16-19;SATURDAY;0.2
KLM ROYAL DUTCH AIRLINES;16-19;SATURDAY;0.0
AIR MALTA;16-19;SATURDAY;0.5
BRITISH AIRWAYS;16-19;SATURDAY;0.0
EASYJET;16-19;SATURDAY;0.2
EASYJET;16-19;SATURDAY;0.2
SWISS;16-19;SATURDAY;0.25
EASYJET;16-19;SATURDAY;0.2
LUFTHANSA;16-19;SATURDAY;0.0
ALITALIA;16-19;SATURDAY;0.0
SWISS;16-19;SATURDAY;0.25
AIR FRANCE;16-19;SATURDAY;0.0
EASYJET;16-19;SATURDAY;0.2
AIR BALTIC;16-19;SATURDAY;0.5
TURKISH AIRLINES;16-19;SATURDAY;0.0
SWISS;16-19;SATURDAY;0.25
EASYJET;16-19;SATURDAY;0.2
TAP PORTUGAL;16-19;SATURDAY;0.0
SWISS;16-19;SATURDAY;0.25
VUELING;16-19;SATURDAY;0.0
IBERIA;16-19;SATURDAY;0.0
LUFTHANSA;16-19;SATURDAY;0.0
FINNAIR;16-19;SATURDAY;0.0
BRITISH AIRWAYS;16-19;SATURDAY;0.0
EASYJET;16-19;SATURDAY;0.2
EASYJET;16-19;SATURDAY;0.2
SWISS;16-19;SATURDAY;0.25
SWISS;16-19;SATURDAY;0.25
KLM ROYAL DUTCH AIRLINES;16-19;SATURDAY;0.0
LUFTHANSA;16-19;SATURDAY;0.0
EASYJET;16-19;SATURDAY;0.2
LOT POLISH AIRLINES;16-19;SATURDAY;0.0
TAP PORTUGAL;16-19;SATURDAY;0.0
AUSTRIAN;16-19;SATURDAY;0.0
LUFTHANSA;16-19;SATURDAY;0.0
AIR FRANCE;16-19;SATURDAY;0.0
EMIRATES;16-19;SATURDAY;0.0
SWISS;16-19;SATURDAY;0.25
EASYJET;20-23;SATURDAY;0.15625000000000003
BRITISH AIRWAYS;20-23;SATURDAY;0.0
EASYJET;20-23;SATURDAY;0.15625000000000003
AEROFLOT;20-23;SATURDAY;0.0
EASYJET;20-23;SATURDAY;0.15625000000000003
EASYJET;20-23;SATURDAY;0.15625000000000003
TURKISH AIRLINES;20-23;SATURDAY;0.0
SWISS;20-23;SATURDAY;0.0
EASYJET;20-23;SATURDAY;0.15625000000000003
EASYJET;20-23;SATURDAY;0.15625000000000003
EASYJET;20-23;SATURDAY;0.15625000000000003
BRUSSELS AIRLINES;20-23;SATURDAY;0.0
AIR FRANCE;20-23;SATURDAY;0.0
SWISS;20-23;SATURDAY;0.0
SWISS;20-23;SATURDAY;0.0
LUFTHANSA;20-23;SATURDAY;0.0
IBERIA;20-23;SATURDAY;0.0
KLM ROYAL DUTCH AIRLINES;20-23;SATURDAY;0.0
EASYJET;20-23;SATURDAY;0.15625000000000003
EASYJET;20-23;SATURDAY;0.15625000000000003
BRITISH AIRWAYS;20-23;SATURDAY;0.0
EASYJET;20-23;SATURDAY;0.15625000000000003
EASYJET;20-23;SATURDAY;0.15625000000000003
EASYJET;20-23;SATURDAY;0.15625000000000003
EASYJET;20-23;SATURDAY;0.15625000000000003
EASYJET;20-23;SATURDAY;0.15625000000000003
EASYJET;20-23;SATURDAY;0.15625000000000003
EASYJET;20-23;SATURDAY;0.15625000000000003
EASYJET;20-23;SATURDAY;0.15625000000000003
EASYJET;20-23;SATURDAY;0.15625000000000003
ALITALIA;20-23;SATURDAY;0.0
SWISS;20-23;SATURDAY;0.0
TAP PORTUGAL;20-23;SATURDAY;0.0
ETHIOPIAN AIRLINES;0-11;SUNDAY;0.0
UNITED AIRLINES;0-11;SUNDAY;0.5
ETIHAD AIRWAYS;0-11;SUNDAY;0.0
UNITED AIRLINES;0-11;SUNDAY;0.5
EASYJET;0-11;SUNDAY;0.06976744186046512
EASYJET;0-11;SUNDAY;0.06976744186046512
AIR FRANCE;0-11;SUNDAY;0.0
KLM ROYAL DUTCH AIRLINES;0-11;SUNDAY;0.0
SWISS;0-11;SUNDAY;0.08333333333333334
LUFTHANSA;0-11;SUNDAY;0.16666666666666669
AUSTRIAN;0-11;SUNDAY;0.0
VUELING;0-11;SUNDAY;0.0
LUFTHANSA;0-11;SUNDAY;0.16666666666666669
EASYJET;0-11;SUNDAY;0.06976744186046512
SWISS;0-11;SUNDAY;0.08333333333333334
EASYJET;0-11;SUNDAY;0.06976744186046512
BRITISH AIRWAYS;0-11;SUNDAY;0.0
EASYJET;0-11;SUNDAY;0.06976744186046512
AIR FRANCE;0-11;SUNDAY;0.0
SAS SCANDINAVIAN AIRLINES;0-11;SUNDAY;0.0
EL AL;0-11;SUNDAY;0.0
LOT POLISH AIRLINES;0-11;SUNDAY;0.0
EASYJET;0-11;SUNDAY;0.06976744186046512
NORWEGIAN;0-11;SUNDAY;0.0
EASYJET;0-11;SUNDAY;0.06976744186046512
EASYJET;0-11;SUNDAY;0.06976744186046512
EASYJET;0-11;SUNDAY;0.06976744186046512
LUFTHANSA;0-11;SUNDAY;0.16666666666666669
AIR CANADA;0-11;SUNDAY;0.0
BELAVIA;0-11;SUNDAY;0.0
EASYJET;0-11;SUNDAY;0.06976744186046512
EASYJET;0-11;SUNDAY;0.06976744186046512
SWISS;0-11;SUNDAY;0.08333333333333334
SWISS;0-11;SUNDAY;0.08333333333333334
EASYJET;0-11;SUNDAY;0.06976744186046512
TURKISH AIRLINES;0-11;SUNDAY;0.0
MEA MIDDLE EAST AIRLINES;0-11;SUNDAY;0.0
BRUSSELS AIRLINES;0-11;SUNDAY;0.0
EASYJET;0-11;SUNDAY;0.06976744186046512
EASYJET;0-11;SUNDAY;0.06976744186046512
EASYJET;0-11;SUNDAY;0.06976744186046512
EASYJET;0-11;SUNDAY;0.06976744186046512
BRITISH AIRWAYS;0-11;SUNDAY;0.0
EASYJET;0-11;SUNDAY;0.06976744186046512
KLM ROYAL DUTCH AIRLINES;0-11;SUNDAY;0.0
AIR FRANCE;0-11;SUNDAY;0.0
EASYJET;0-11;SUNDAY;0.06976744186046512
EASYJET;0-11;SUNDAY;0.06976744186046512
SWISS;0-11;SUNDAY;0.08333333333333334
ALITALIA;0-11;SUNDAY;0.0
EASYJET;0-11;SUNDAY;0.06976744186046512
EASYJET;0-11;SUNDAY;0.06976744186046512
SWISS;0-11;SUNDAY;0.08333333333333334
IBERIA;0-11;SUNDAY;0.0
UKRAINE INTERNATIONAL;0-11;SUNDAY;0.0
AEROFLOT;0-11;SUNDAY;0.0
EASYJET;0-11;SUNDAY;0.06976744186046512
TAP PORTUGAL;0-11;SUNDAY;0.0
SWISS;12-15;SUNDAY;0.15384615384615385
SWISS;12-15;SUNDAY;0.15384615384615385
BRITISH AIRWAYS;12-15;SUNDAY;0.0
EASYJET;12-15;SUNDAY;0.32
AIR FRANCE;12-15;SUNDAY;0.0
EASYJET;12-15;SUNDAY;0.32
LUFTHANSA;12-15;SUNDAY;0.0
TUNISAIR;12-15;SUNDAY;0.0
SWISS;12-15;SUNDAY;0.15384615384615385
UKRAINE INTERNATIONAL;12-15;SUNDAY;0.0
TAP PORTUGAL;12-15;SUNDAY;0.0
SWISS;12-15;SUNDAY;0.15384615384615385
ICELANDAIR;12-15;SUNDAY;0.0
SWISS;12-15;SUNDAY;0.15384615384615385
EMIRATES;12-15;SUNDAY;0.0
LUFTHANSA;12-15;SUNDAY;0.0
QATAR AIRWAYS;12-15;SUNDAY;0.0
EASYJET;12-15;SUNDAY;0.32
EASYJET;12-15;SUNDAY;0.32
KLM ROYAL DUTCH AIRLINES;12-15;SUNDAY;0.0
COBALT AIR;12-15;SUNDAY;0.0
AIR FRANCE;12-15;SUNDAY;0.0
TURKISH AIRLINES;12-15;SUNDAY;0.0
EGYPTAIR;12-15;SUNDAY;0.0
SWISS;12-15;SUNDAY;0.15384615384615385
PEGASUS;12-15;SUNDAY;0.0
IBERIA;12-15;SUNDAY;0.0
LUFTHANSA;12-15;SUNDAY;0.0
EASYJET;12-15;SUNDAY;0.32
SAUDIA;12-15;SUNDAY;0.0
EASYJET;12-15;SUNDAY;0.32
MALETH AERO;12-15;SUNDAY;0.0
SWISS;12-15;SUNDAY;0.15384615384615385
EASYJET;12-15;SUNDAY;0.32
EASYJET;12-15;SUNDAY;0.32
EASYJET;12-15;SUNDAY;0.32
EASYJET;12-15;SUNDAY;0.32
VUELING;12-15;SUNDAY;0.0
EASYJET;12-15;SUNDAY;0.32
AEGEAN AIRLINES;12-15;SUNDAY;0.0
EASYJET;12-15;SUNDAY;0.32
EASYJET;12-15;SUNDAY;0.32
AER LINGUS;12-15;SUNDAY;0.0
LUFTHANSA;16-19;SUNDAY;0.11111111111111112
EASYJET;16-19;SUNDAY;0.31428571428571433
SWISS;16-19;SUNDAY;0.17647058823529416
AIR FRANCE;16-19;SUNDAY;0.2
ROYAL AIR MAROC;16-19;SUNDAY;0.33333333333333337
EASYJET;16-19;SUNDAY;0.31428571428571433
LUXAIR;16-19;SUNDAY;0.0
BRUSSELS AIRLINES;16-19;SUNDAY;0.0
KLM ROYAL DUTCH AIRLINES;16-19;SUNDAY;0.5
EASYJET;16-19;SUNDAY;0.31428571428571433
EASYJET;16-19;SUNDAY;0.31428571428571433
EASYJET;16-19;SUNDAY;0.31428571428571433
BRITISH AIRWAYS;16-19;SUNDAY;0.0
AUSTRIAN;16-19;SUNDAY;0.0
TURKISH AIRLINES;16-19;SUNDAY;0.0
SWISS;16-19;SUNDAY;0.17647058823529416
SWISS;16-19;SUNDAY;0.17647058823529416
EASYJET;16-19;SUNDAY;0.31428571428571433
ALITALIA;16-19;SUNDAY;0.0
LUFTHANSA;16-19;SUNDAY;0.11111111111111112
SWISS;16-19;SUNDAY;0.17647058823529416
AIR FRANCE;16-19;SUNDAY;0.2
EASYJET;16-19;SUNDAY;0.31428571428571433
SPRINTAIR;16-19;SUNDAY;0.0
SWISS;16-19;SUNDAY;0.17647058823529416
TAP PORTUGAL;16-19;SUNDAY;0.33333333333333337
EASYJET;16-19;SUNDAY;0.31428571428571433
VUELING;16-19;SUNDAY;0.0
IBERIA;16-19;SUNDAY;0.0
EASYJET;16-19;SUNDAY;0.31428571428571433
LUFTHANSA;16-19;SUNDAY;0.11111111111111112
EASYJET;16-19;SUNDAY;0.31428571428571433
FINNAIR;16-19;SUNDAY;0.0
EASYJET;16-19;SUNDAY;0.31428571428571433
BRUSSELS AIRLINES;16-19;SUNDAY;0.0
SWISS;16-19;SUNDAY;0.17647058823529416
BRITISH AIRWAYS;16-19;SUNDAY;0.0
EASYJET;16-19;SUNDAY;0.31428571428571433
EASYJET;16-19;SUNDAY;0.31428571428571433
SAS SCANDINAVIAN AIRLINES;16-19;SUNDAY;0.0
KLM ROYAL DUTCH AIRLINES;16-19;SUNDAY;0.5
EASYJET;16-19;SUNDAY;0.31428571428571433
LUFTHANSA;16-19;SUNDAY;0.11111111111111112
SWISS;16-19;SUNDAY;0.17647058823529416
LOT POLISH AIRLINES;16-19;SUNDAY;0.0
EASYJET;16-19;SUNDAY;0.31428571428571433
EASYJET;16-19;SUNDAY;0.31428571428571433
TAP PORTUGAL;16-19;SUNDAY;0.33333333333333337
SWISS;16-19;SUNDAY;0.17647058823529416
AUSTRIAN;16-19;SUNDAY;0.0
EUROWINGS;16-19;SUNDAY;0.0
EASYJET;16-19;SUNDAY;0.31428571428571433
EASYJET;16-19;SUNDAY;0.31428571428571433
LUFTHANSA;16-19;SUNDAY;0.11111111111111112
EASYJET;16-19;SUNDAY;0.31428571428571433
EMIRATES;16-19;SUNDAY;0.0
SWISS;16-19;SUNDAY;0.17647058823529416
BRITISH AIRWAYS;20-23;SUNDAY;0.33333333333333337
EASYJET;20-23;SUNDAY;0.32258064516129037
BRITISH AIRWAYS;20-23;SUNDAY;0.33333333333333337
EASYJET;20-23;SUNDAY;0.32258064516129037
EASYJET;20-23;SUNDAY;0.32258064516129037
BRUSSELS AIRLINES;20-23;SUNDAY;0.33333333333333337
AEROFLOT;20-23;SUNDAY;0.0
EASYJET;20-23;SUNDAY;0.32258064516129037
EASYJET;20-23;SUNDAY;0.32258064516129037
EASYJET;20-23;SUNDAY;0.32258064516129037
EASYJET;20-23;SUNDAY;0.32258064516129037
EASYJET;20-23;SUNDAY;0.32258064516129037
EASYJET;20-23;SUNDAY;0.32258064516129037
SWISS;20-23;SUNDAY;0.07142857142857144
SWISS;20-23;SUNDAY;0.07142857142857144
SWISS;20-23;SUNDAY;0.07142857142857144
AIR FRANCE;20-23;SUNDAY;0.6666666666666667
AUSTRIAN;20-23;SUNDAY;0.0
BRUSSELS AIRLINES;20-23;SUNDAY;0.33333333333333337
AIR FRANCE;20-23;SUNDAY;0.6666666666666667
SWISS;20-23;SUNDAY;0.07142857142857144
IBERIA;20-23;SUNDAY;0.0
LUFTHANSA;20-23;SUNDAY;0.0
KLM ROYAL DUTCH AIRLINES;20-23;SUNDAY;0.5
SWISS;20-23;SUNDAY;0.07142857142857144
EASYJET;20-23;SUNDAY;0.32258064516129037
BRITISH AIRWAYS;20-23;SUNDAY;0.33333333333333337
EASYJET;20-23;SUNDAY;0.32258064516129037
EASYJET;20-23;SUNDAY;0.32258064516129037
EASYJET;20-23;SUNDAY;0.32258064516129037
EASYJET;20-23;SUNDAY;0.32258064516129037
SWISS;20-23;SUNDAY;0.07142857142857144
EASYJET;20-23;SUNDAY;0.32258064516129037
EASYJET;20-23;SUNDAY;0.32258064516129037
EASYJET;20-23;SUNDAY;0.32258064516129037
EASYJET;20-23;SUNDAY;0.32258064516129037
SWISS;20-23;SUNDAY;0.07142857142857144
EASYJET;20-23;SUNDAY;0.32258064516129037
EASYJET;20-23;SUNDAY;0.32258064516129037
EASYJET;20-23;SUNDAY;0.32258064516129037
ALITALIA;20-23;SUNDAY;0.0
EASYJET;20-23;SUNDAY;0.32258064516129037
LUFTHANSA;20-23;SUNDAY;0.0
SWISS;20-23;SUNDAY;0.07142857142857144
EASYJET;20-23;SUNDAY;0.32258064516129037
SWISS;20-23;SUNDAY;0.07142857142857144
TAP PORTUGAL;20-23;SUNDAY;0.0
AIR CHINA;0-11;MONDAY;0.0
QATAR AIRWAYS;0-11;MONDAY;0.0
BRUSSELS AIRLINES;0-11;MONDAY;0.0
UNITED AIRLINES;0-11;MONDAY;0.0
ETIHAD AIRWAYS;0-11;MONDAY;0.0
LUXAIR;0-11;MONDAY;0.0
UNITED AIRLINES;0-11;MONDAY;0.0
EASYJET;0-11;MONDAY;0.015151515151515152
EASYJET;0-11;MONDAY;0.015151515151515152
EASYJET;0-11;MONDAY;0.015151515151515152
AIR FRANCE;0-11;MONDAY;0.0
KLM ROYAL DUTCH AIRLINES;0-11;MONDAY;0.0
SWISS;0-11;MONDAY;0.0
LUFTHANSA;0-11;MONDAY;0.0
EUROWINGS;0-11;MONDAY;0.0
AUSTRIAN;0-11;MONDAY;0.0
EASYJET;0-11;MONDAY;0.015151515151515152
VUELING;0-11;MONDAY;0.0
LUFTHANSA;0-11;MONDAY;0.0
EASYJET;0-11;MONDAY;0.015151515151515152
EASYJET;0-11;MONDAY;0.015151515151515152
EASYJET;0-11;MONDAY;0.015151515151515152
SWISS;0-11;MONDAY;0.0
BRITISH AIRWAYS;0-11;MONDAY;0.0
EASYJET;0-11;MONDAY;0.015151515151515152
SWISS;0-11;MONDAY;0.0
EASYJET;0-11;MONDAY;0.015151515151515152
EASYJET;0-11;MONDAY;0.015151515151515152
AIR FRANCE;0-11;MONDAY;0.0
LOT POLISH AIRLINES;0-11;MONDAY;0.0
BRITISH AIRWAYS;0-11;MONDAY;0.0
EASYJET;0-11;MONDAY;0.015151515151515152
LUFTHANSA;0-11;MONDAY;0.0
AIR CANADA;0-11;MONDAY;0.0
EASYJET;0-11;MONDAY;0.015151515151515152
EASYJET;0-11;MONDAY;0.015151515151515152
SWISS;0-11;MONDAY;0.0
SAS SCANDINAVIAN AIRLINES;0-11;MONDAY;0.16666666666666669
AEGEAN AIRLINES;0-11;MONDAY;0.0
TURKISH AIRLINES;0-11;MONDAY;0.0
MEA MIDDLE EAST AIRLINES;0-11;MONDAY;0.0
BRUSSELS AIRLINES;0-11;MONDAY;0.0
EASYJET;0-11;MONDAY;0.015151515151515152
ALITALIA;0-11;MONDAY;0.0
EASYJET;0-11;MONDAY;0.015151515151515152
BRITISH AIRWAYS;0-11;MONDAY;0.0
EASYJET;0-11;MONDAY;0.015151515151515152
KLM ROYAL DUTCH AIRLINES;0-11;MONDAY;0.0
AIR FRANCE;0-11;MONDAY;0.0
SWISS;0-11;MONDAY;0.0
SWISS;0-11;MONDAY;0.0
SWISS;0-11;MONDAY;0.0
EASYJET;0-11;MONDAY;0.015151515151515152
EASYJET;0-11;MONDAY;0.015151515151515152
EASYJET;0-11;MONDAY;0.015151515151515152
AEROFLOT;0-11;MONDAY;0.0
EASYJET;0-11;MONDAY;0.015151515151515152
SWISS;0-11;MONDAY;0.0
EASYJET;0-11;MONDAY;0.015151515151515152
EASYJET;0-11;MONDAY;0.015151515151515152
SAS SCANDINAVIAN AIRLINES;0-11;MONDAY;0.16666666666666669
TAP PORTUGAL;0-11;MONDAY;0.0
IBERIA;12-15;MONDAY;0.0
SWISS;12-15;MONDAY;0.0
BRITISH AIRWAYS;12-15;MONDAY;0.0
LUXAIR;12-15;MONDAY;0.0
EASYJET;12-15;MONDAY;0.07317073170731708
AIR FRANCE;12-15;MONDAY;0.0
SAS SCANDINAVIAN AIRLINES;12-15;MONDAY;0.0
LUFTHANSA;12-15;MONDAY;0.0
EASYJET;12-15;MONDAY;0.07317073170731708
UKRAINE INTERNATIONAL;12-15;MONDAY;0.0
TAP PORTUGAL;12-15;MONDAY;0.0
SWISS;12-15;MONDAY;0.0
SWISS;12-15;MONDAY;0.0
EASYJET;12-15;MONDAY;0.07317073170731708
EMIRATES;12-15;MONDAY;0.0
LUFTHANSA;12-15;MONDAY;0.0
KLM ROYAL DUTCH AIRLINES;12-15;MONDAY;0.0
EASYJET;12-15;MONDAY;0.07317073170731708
EASYJET;12-15;MONDAY;0.07317073170731708
AIR FRANCE;12-15;MONDAY;0.0
TURKISH AIRLINES;12-15;MONDAY;0.0
EASYJET;12-15;MONDAY;0.07317073170731708
SWISS;12-15;MONDAY;0.0
EASYJET;12-15;MONDAY;0.07317073170731708
WIZZ AIR;12-15;MONDAY;0.0
KUWAIT AIRWAYS;12-15;MONDAY;0.0
IBERIA;12-15;MONDAY;0.0
LUFTHANSA;12-15;MONDAY;0.0
EASYJET;12-15;MONDAY;0.07317073170731708
EASYJET;12-15;MONDAY;0.07317073170731708
BRITISH AIRWAYS;12-15;MONDAY;0.0
EASYJET;12-15;MONDAY;0.07317073170731708
SAUDIA;12-15;MONDAY;0.0
AIR ALGERIE;12-15;MONDAY;0.0
EASYJET;12-15;MONDAY;0.07317073170731708
EASYJET;12-15;MONDAY;0.07317073170731708
EASYJET;12-15;MONDAY;0.07317073170731708
SWISS;12-15;MONDAY;0.0
VUELING;12-15;MONDAY;0.0
WIZZ AIR;12-15;MONDAY;0.0
EASYJET;12-15;MONDAY;0.07317073170731708
EUROWINGS;12-15;MONDAY;0.0
AER LINGUS;12-15;MONDAY;0.0
LUFTHANSA;16-19;MONDAY;0.33333333333333337
EASYJET;16-19;MONDAY;0.13333333333333333
EASYJET;16-19;MONDAY;0.13333333333333333
AIR FRANCE;16-19;MONDAY;0.0
ROYAL AIR MAROC;16-19;MONDAY;0.0
EASYJET;16-19;MONDAY;0.13333333333333333
EASYJET;16-19;MONDAY;0.13333333333333333
KLM ROYAL DUTCH AIRLINES;16-19;MONDAY;0.0
BRUSSELS AIRLINES;16-19;MONDAY;0.0
EASYJET;16-19;MONDAY;0.13333333333333333
BRITISH AIRWAYS;16-19;MONDAY;0.0
LUXAIR;16-19;MONDAY;0.0
AUSTRIAN;16-19;MONDAY;0.0
EASYJET;16-19;MONDAY;0.13333333333333333
SWISS;16-19;MONDAY;0.038461538461538464
SWISS;16-19;MONDAY;0.038461538461538464
EASYJET;16-19;MONDAY;0.13333333333333333
EASYJET;16-19;MONDAY;0.13333333333333333
ALITALIA;16-19;MONDAY;0.0
LUFTHANSA;16-19;MONDAY;0.33333333333333337
AIR FRANCE;16-19;MONDAY;0.0
EASYJET;16-19;MONDAY;0.13333333333333333
EASYJET;16-19;MONDAY;0.13333333333333333
SWISS;16-19;MONDAY;0.038461538461538464
TURKISH AIRLINES;16-19;MONDAY;0.0
EASYJET;16-19;MONDAY;0.13333333333333333
TAP PORTUGAL;16-19;MONDAY;0.5000000000000001
VUELING;16-19;MONDAY;0.33333333333333337
SWISS;16-19;MONDAY;0.038461538461538464
EASYJET;16-19;MONDAY;0.13333333333333333
EASYJET;16-19;MONDAY;0.13333333333333333
EASYJET;16-19;MONDAY;0.13333333333333333
EASYJET;16-19;MONDAY;0.13333333333333333
BRITISH AIRWAYS;16-19;MONDAY;0.0
SWISS;16-19;MONDAY;0.038461538461538464
LUFTHANSA;16-19;MONDAY;0.33333333333333337
EASYJET;16-19;MONDAY;0.13333333333333333
BRUSSELS AIRLINES;16-19;MONDAY;0.0
FINNAIR;16-19;MONDAY;0.0
SWISS;16-19;MONDAY;0.038461538461538464
EASYJET;16-19;MONDAY;0.13333333333333333
SWISS;16-19;MONDAY;0.038461538461538464
SWISS;16-19;MONDAY;0.038461538461538464
EASYJET;16-19;MONDAY;0.13333333333333333
KLM ROYAL DUTCH AIRLINES;16-19;MONDAY;0.0
LUFTHANSA;16-19;MONDAY;0.33333333333333337
AIR MOLDOVA;16-19;MONDAY;0.0
EASYJET;16-19;MONDAY;0.13333333333333333
LOT POLISH AIRLINES;16-19;MONDAY;0.33333333333333337
EASYJET;16-19;MONDAY;0.13333333333333333
TAP PORTUGAL;16-19;MONDAY;0.5000000000000001
AUSTRIAN;16-19;MONDAY;0.0
IBERIA;16-19;MONDAY;0.0
SAS SCANDINAVIAN AIRLINES;16-19;MONDAY;0.33333333333333337
EASYJET;16-19;MONDAY;0.13333333333333333
LUFTHANSA;16-19;MONDAY;0.33333333333333337
EUROWINGS;16-19;MONDAY;0.0
AIR FRANCE;16-19;MONDAY;0.0
EMIRATES;16-19;MONDAY;0.0
SWISS;16-19;MONDAY;0.038461538461538464
BRITISH AIRWAYS;20-23;MONDAY;0.0
EASYJET;20-23;MONDAY;0.2142857142857143
BRITISH AIRWAYS;20-23;MONDAY;0.0
BRUSSELS AIRLINES;20-23;MONDAY;0.33333333333333337
EASYJET;20-23;MONDAY;0.2142857142857143
AEROFLOT;20-23;MONDAY;0.0
EASYJET;20-23;MONDAY;0.2142857142857143
EASYJET;20-23;MONDAY;0.2142857142857143
LUXAIR;20-23;MONDAY;0.0
EASYJET;20-23;MONDAY;0.2142857142857143
EASYJET;20-23;MONDAY;0.2142857142857143
EASYJET;20-23;MONDAY;0.2142857142857143
EASYJET;20-23;MONDAY;0.2142857142857143
SWISS;20-23;MONDAY;0.0
SWISS;20-23;MONDAY;0.0
AUSTRIAN;20-23;MONDAY;0.0
SWISS;20-23;MONDAY;0.0
BRUSSELS AIRLINES;20-23;MONDAY;0.33333333333333337
AIR FRANCE;20-23;MONDAY;0.0
SWISS;20-23;MONDAY;0.0
EASYJET;20-23;MONDAY;0.2142857142857143
IBERIA;20-23;MONDAY;0.0
LUFTHANSA;20-23;MONDAY;0.0
EASYJET;20-23;MONDAY;0.2142857142857143
KLM ROYAL DUTCH AIRLINES;20-23;MONDAY;0.0
EASYJET;20-23;MONDAY;0.2142857142857143
BRITISH AIRWAYS;20-23;MONDAY;0.0
EASYJET;20-23;MONDAY;0.2142857142857143
EASYJET;20-23;MONDAY;0.2142857142857143
EASYJET;20-23;MONDAY;0.2142857142857143
EASYJET;20-23;MONDAY;0.2142857142857143
EASYJET;20-23;MONDAY;0.2142857142857143
EASYJET;20-23;MONDAY;0.2142857142857143
EASYJET;20-23;MONDAY;0.2142857142857143
SWISS;20-23;MONDAY;0.0
EASYJET;20-23;MONDAY;0.2142857142857143
EASYJET;20-23;MONDAY;0.2142857142857143
EASYJET;20-23;MONDAY;0.2142857142857143
SWISS;20-23;MONDAY;0.0
LUFTHANSA;20-23;MONDAY;0.0
ALITALIA;20-23;MONDAY;0.0
EASYJET;20-23;MONDAY;0.2142857142857143
SWISS;20-23;MONDAY;0.0
SWISS;20-23;MONDAY;0.0
TAP PORTUGAL;20-23;MONDAY;0.0
BRUSSELS AIRLINES;0-11;TUESDAY;0.0
UNITED AIRLINES;0-11;TUESDAY;0.0
UNITED AIRLINES;0-11;TUESDAY;0.0
LUXAIR;0-11;TUESDAY;0.0
EASYJET;0-11;TUESDAY;0.055555555555555566
EASYJET;0-11;TUESDAY;0.055555555555555566
EASYJET;0-11;TUESDAY;0.055555555555555566
AIR FRANCE;0-11;TUESDAY;0.0
KLM ROYAL DUTCH AIRLINES;0-11;TUESDAY;0.0
EASYJET;0-11;TUESDAY;0.055555555555555566
SWISS;0-11;TUESDAY;0.0
LUFTHANSA;0-11;TUESDAY;0.0
EUROWINGS;0-11;TUESDAY;0.0
AUSTRIAN;0-11;TUESDAY;0.0
VUELING;0-11;TUESDAY;0.0
LUFTHANSA;0-11;TUESDAY;0.0
EASYJET;0-11;TUESDAY;0.055555555555555566
SWISS;0-11;TUESDAY;0.0
BRITISH AIRWAYS;0-11;TUESDAY;0.0
EASYJET;0-11;TUESDAY;0.055555555555555566
SWISS;0-11;TUESDAY;0.0
EASYJET;0-11;TUESDAY;0.055555555555555566
AIR FRANCE;0-11;TUESDAY;0.0
LOT POLISH AIRLINES;0-11;TUESDAY;0.0
EL AL;0-11;TUESDAY;0.0
BRITISH AIRWAYS;0-11;TUESDAY;0.0
EASYJET;0-11;TUESDAY;0.055555555555555566
LUFTHANSA;0-11;TUESDAY;0.0
FINNAIR;0-11;TUESDAY;0.0
EASYJET;0-11;TUESDAY;0.055555555555555566
EASYJET;0-11;TUESDAY;0.055555555555555566
SWISS;0-11;TUESDAY;0.0
EASYJET;0-11;TUESDAY;0.055555555555555566
SAS SCANDINAVIAN AIRLINES;0-11;TUESDAY;0.0
AEGEAN AIRLINES;0-11;TUESDAY;0.0
