Expected Arrival Date;Effective Arrival Date;Starting Airport;Airline;Flight number;Flight status;ExpectedDelay;Arrival Date Delta [minutes]
25.05.18 22:40;25.05.18 22:46;Brussels;EASYJET;EZS1538;ARRIVED;;6
25.05.18 22:45;25.05.18 22:37;Barcelona;SWISS;LX1947;ARRIVED;;-8
25.05.18 22:45;25.05.18 22:59;London LHR;BRITISH AIRWAYS;BA738;ARRIVED;;14
25.05.18 22:45;25.05.18 23:15;Nice;EASYJET;EZS1388;ARRIVED;;30
25.05.18 22:50;26.05.18 00:23;Amsterdam;EASYJET;EZS1360;ARRIVED;;93
25.05.18 22:50;25.05.18 22:57;London LGW;EASYJET;EZS8482;ARRIVED;;7
25.05.18 22:55;25.05.18 22:51;Malaga;SWISS;LX2105;ARRIVED;;-4
25.05.18 22:55;25.05.18 23:10;Madrid;SWISS;LX2049;ARRIVED;;15
25.05.18 23:00;25.05.18 23:04;Rome FCO;ALITALIA;AZ568;ARRIVED;;4
25.05.18 23:00;25.05.18 23:06;Bordeaux;EASYJET;EZS1376;ARRIVED;;6
25.05.18 23:00;25.05.18 23:07;Copenhagen;EASYJET;EZS1470;ARRIVED;;7
25.05.18 23:00;25.05.18 23:11;Munich;LUFTHANSA;LH2390;ARRIVED;;11
25.05.18 23:00;25.05.18 23:25;Vienna;EASYJET;EZS1486;ARRIVED;;25
25.05.18 23:25;25.05.18 23:31;Zurich;SWISS;LX2818;ARRIVED;;6
25.05.18 23:45;26.05.18 00:03;Lisbon;TAP PORTUGAL;TP946;ARRIVED;;18
26.05.18 07:15;26.05.18 06:18;Beijing;AIR CHINA;CA861;ARRIVED;;-57
26.05.18 07:35;26.05.18 07:31;Brussels;BRUSSELS AIRLINES;SN2711;ARRIVED;;-4
26.05.18 07:40;26.05.18 07:56;Washington;UNITED AIRLINES;UA974;ARRIVED;;16
26.05.18 07:45;26.05.18 07:13;Abu Dhabi;ETIHAD AIRWAYS;EY051;ARRIVED;;-32
26.05.18 07:45;26.05.18 07:42;Newark;UNITED AIRLINES;UA956;ARRIVED;;-3
26.05.18 07:50;26.05.18 07:33;Palma Mallorca;EASYJET;EZY1514;ARRIVED;;-17
26.05.18 08:15;;Amsterdam;KLM ROYAL DUTCH AIRLINES;KL1925;CANCELLED;;
26.05.18 08:15;26.05.18 08:29;Barcelona;EASYJET;EZY1404;ARRIVED;;14
26.05.18 08:20;26.05.18 09:40;Paris CDG;AIR FRANCE;AF1542;ARRIVED;;80
26.05.18 08:25;26.05.18 08:52;Zurich;SWISS;LX2802;ARRIVED;;27
26.05.18 08:30;26.05.18 08:51;Frankfurt;LUFTHANSA;LH1212;ARRIVED;;21
26.05.18 08:40;26.05.18 08:33;Dusseldorf;EUROWINGS;EW9742;ARRIVED;;-7
26.05.18 08:45;26.05.18 08:46;Vienna;AUSTRIAN;OS571;ARRIVED;;1
26.05.18 08:50;26.05.18 08:40;Berlin SXF;EASYJET;EZY1590;ARRIVED;;-10
26.05.18 08:50;26.05.18 08:46;Ajaccio;EASYJET;EZS1306;ARRIVED;;-4
26.05.18 08:50;26.05.18 09:07;Barcelona;VUELING;VY6207;ARRIVED;;17
26.05.18 08:55;26.05.18 08:59;Amsterdam;EASYJET;EZY1354;ARRIVED;;4
26.05.18 08:55;26.05.18 09:21;Munich;LUFTHANSA;LH2382;ARRIVED;;26
26.05.18 09:05;26.05.18 08:53;Nice;EASYJET;EZS1378;ARRIVED;;-12
26.05.18 09:15;26.05.18 09:09;New York;SWISS;LX023;ARRIVED;;-6
26.05.18 09:20;26.05.18 09:15;Bristol;EASYJET;EZY6157;ARRIVED;;-5
26.05.18 09:20;26.05.18 09:23;London LHR;BRITISH AIRWAYS;BA724;ARRIVED;;3
26.05.18 09:35;26.05.18 09:34;Nantes;EASYJET;EZS1364;ARRIVED;;-1
26.05.18 09:35;26.05.18 10:32;London LHR;SWISS;LX359;ARRIVED;;57
26.05.18 09:40;26.05.18 09:38;Paris CDG;AIR FRANCE;AF1642;ARRIVED;;-2
26.05.18 09:40;26.05.18 09:45;Porto;EASYJET;EZY1452;ARRIVED;;5
26.05.18 09:45;26.05.18 09:27;Lisbon;EASYJET;EZY1442;ARRIVED;;-18
26.05.18 09:45;26.05.18 09:57;Warsaw;LOT POLISH AIRLINES;LO417;ARRIVED;;12
26.05.18 09:50;26.05.18 09:58;London LCY;BRITISH AIRWAYS;BA2281;ARRIVED;;8
26.05.18 10:00;26.05.18 10:04;Manchester;EASYJET;EZY1947;ARRIVED;;4
26.05.18 10:00;26.05.18 10:11;London LTN;EASYJET;EZY2051;ARRIVED;;11
26.05.18 10:05;26.05.18 10:01;Toronto;AIR CANADA;AC834;ARRIVED;;-4
26.05.18 10:05;26.05.18 10:04;Frankfurt;LUFTHANSA;LH1214;ARRIVED;;-1
26.05.18 10:10;26.05.18 10:14;Helsinki;FINNAIR;AY1531;ARRIVED;;4
26.05.18 10:10;26.05.18 10:31;Paris ORY;EASYJET;EZY1396;ARRIVED;;21
26.05.18 10:20;26.05.18 10:36;Zurich;SWISS;LX2804;ARRIVED;;16
26.05.18 10:25;26.05.18 10:16;Budapest;EASYJET;EZS1334;ARRIVED;;-9
26.05.18 10:25;26.05.18 10:58;Barcelona;EASYJET;EZS1402;ARRIVED;;33
26.05.18 10:30;26.05.18 10:38;Athens;AEGEAN AIRLINES;A3854;ARRIVED;;8
26.05.18 10:35;26.05.18 10:25;Istanbul IST;TURKISH AIRLINES;TK1917;ARRIVED;;-10
26.05.18 10:35;26.05.18 10:26;Beirut;MEA MIDDLE EAST AIRLINES;ME213;ARRIVED;;-9
26.05.18 10:35;26.05.18 10:43;Djerba;TUNISAIR;TU874;ARRIVED;;8
26.05.18 10:35;26.05.18 10:49;Brussels;BRUSSELS AIRLINES;SN2713;ARRIVED;;14
26.05.18 10:40;26.05.18 10:49;Alicante;EASYJET;EZS1426;ARRIVED;;9
26.05.18 10:45;26.05.18 11:05;London LGW;EASYJET;EZS8464;ARRIVED;;20
26.05.18 10:55;26.05.18 10:47;Rome FCO;ALITALIA;AZ576;ARRIVED;;-8
26.05.18 10:55;26.05.18 11:42;Porto;EASYJET;EZS1454;ARRIVED;;47
26.05.18 11:00;26.05.18 10:56;London LHR;BRITISH AIRWAYS;BA726;ARRIVED;;-4
26.05.18 11:05;26.05.18 11:41;Barcelona;SWISS;LX1947;ARRIVED;;36
26.05.18 11:10;26.05.18 11:08;Nice;SWISS;LX529;ARRIVED;;-2
26.05.18 11:10;26.05.18 11:10;Amsterdam;KLM ROYAL DUTCH AIRLINES;KL1927;ARRIVED;;0
26.05.18 11:10;26.05.18 11:26;Paris CDG;AIR FRANCE;AF1842;ARRIVED;;16
26.05.18 11:15;26.05.18 11:50;Santiago C;EASYJET;EZS1338;ARRIVED;;35
26.05.18 11:20;26.05.18 11:18;Pristina;SWISS;LX1431;ARRIVED;;-2
26.05.18 11:25;26.05.18 11:37;Madrid;SWISS;LX2043;ARRIVED;;12
26.05.18 11:30;26.05.18 11:35;Madrid;IBERIA;IB3480;ARRIVED;;5
26.05.18 11:30;26.05.18 11:54;Malaga;EASYJET;EZS1432;ARRIVED;;24
26.05.18 11:30;26.05.18 12:22;London LHR;SWISS;LX353;ARRIVED;;52
26.05.18 11:35;26.05.18 11:23;Krakow;EASYJET;EZS1420;ARRIVED;;-12
26.05.18 11:40;26.05.18 11:34;Moscow SVO;AEROFLOT;SU2380;ARRIVED;;-6
26.05.18 11:45;26.05.18 12:15;Madrid;EASYJET;EZS1416;ARRIVED;;30
26.05.18 11:50;26.05.18 12:20;Lisbon;TAP PORTUGAL;TP952;ARRIVED;;30
26.05.18 11:50;26.05.18 12:35;Faro;EASYJET;EZS1462;ARRIVED;;45
26.05.18 12:05;26.05.18 12:03;Tunis;TUNISAIR;TU700;ARRIVED;;-2
26.05.18 12:05;26.05.18 12:29;Nice;EASYJET;EZY1390;ARRIVED;;24
26.05.18 12:10;26.05.18 12:23;London LHR;BRITISH AIRWAYS;BA728;ARRIVED;;13
26.05.18 12:15;26.05.18 11:58;Naples;EASYJET;EZY1554;ARRIVED;;-17
26.05.18 12:15;26.05.18 12:11;Paris CDG;AIR FRANCE;AF1742;ARRIVED;;-4
26.05.18 12:15;26.05.18 13:06;Catania;EASYJET;EZS1562;ARRIVED;;51
26.05.18 12:30;26.05.18 12:38;Brussels;EASYJET;EZS1536;ARRIVED;;8
26.05.18 12:45;26.05.18 12:49;Kiev;UKRAINE INTERNATIONAL;PS485;ARRIVED;;4
26.05.18 12:55;26.05.18 13:27;Porto;TAP PORTUGAL;TP938;ARRIVED;;32
26.05.18 13:00;26.05.18 13:31;Reykjavik;ICELANDAIR;FI564;ARRIVED;;31
26.05.18 13:05;26.05.18 13:21;Rome FCO;EASYJET;EZY1344;ARRIVED;;16
26.05.18 13:10;26.05.18 13:01;Zurich;SWISS;LX2824;ARRIVED;;-9
26.05.18 13:10;26.05.18 13:08;Pristina;GERMANIA FLUG;GM6039;ARRIVED;;-2
26.05.18 13:10;26.05.18 14:13;Biarritz;HOP;A56512;ARRIVED;;63
26.05.18 13:15;26.05.18 13:12;Dubai;EMIRATES;EK089;ARRIVED;;-3
26.05.18 13:20;26.05.18 13:24;Frankfurt;LUFTHANSA;LH1216;ARRIVED;;4
26.05.18 13:20;26.05.18 13:36;Figari;EASYJET;EZS1548;ARRIVED;;16
26.05.18 13:20;26.05.18 13:48;London LGW;EASYJET;EZS8472;ARRIVED;;28
26.05.18 13:30;26.05.18 12:55;Doha;QATAR AIRWAYS;QR099;ARRIVED;;-35
26.05.18 13:35;26.05.18 13:44;Amsterdam;KLM ROYAL DUTCH AIRLINES;KL1929;ARRIVED;;9
26.05.18 13:50;26.05.18 13:51;Paris CDG;AIR FRANCE;AF1442;ARRIVED;;1
26.05.18 14:00;26.05.18 13:57;Zurich;SWISS;LX2806;ARRIVED;;-3
26.05.18 14:00;26.05.18 14:27;Cairo;EGYPTAIR;MS771;ARRIVED;;27
26.05.18 14:05;26.05.18 13:41;Istanbul SAW;PEGASUS;PC953;ARRIVED;;-24
26.05.18 14:10;26.05.18 14:58;Bordeaux;EASYJET;EZS1372;ARRIVED;;48
26.05.18 14:15;26.05.18 14:20;Frankfurt;LUFTHANSA;LH1218;ARRIVED;;5
26.05.18 14:15;26.05.18 14:52;Edinburgh;EASYJET;EZY6905;ARRIVED;;37
26.05.18 14:20;26.05.18 14:30;Bastia;EASYJET;EZS1302;ARRIVED;;10
26.05.18 14:20;26.05.18 15:30;London LHR;BRITISH AIRWAYS;BA730;ARRIVED;;70
26.05.18 14:25;26.05.18 14:17;Madrid;IBERIA;IB3490;ARRIVED;;-8
26.05.18 14:30;26.05.18 14:21;Moscow DME;SWISS;LX1337;ARRIVED;;-9
26.05.18 14:30;26.05.18 14:56;Porto;EASYJET;EZY1456;ARRIVED;;26
26.05.18 14:40;26.05.18 14:01;Riyadh;SAUDIA;SV239;ARRIVED;;-39
26.05.18 14:45;26.05.18 15:15;Algiers;AIR ALGERIE;AH2046;ARRIVED;;30
26.05.18 14:50;26.05.18 14:35;Split;EASYJET;EZS1318;ARRIVED;;-15
26.05.18 15:00;26.05.18 15:44;Toulouse;EASYJET;EZY1474;ARRIVED;;44
26.05.18 15:00;26.05.18 15:56;Bilbao;EASYJET;EZS1440;ARRIVED;;56
26.05.18 15:05;26.05.18 15:05;London LTN;EASYJET;EZY2057;ARRIVED;;0
26.05.18 15:05;26.05.18 16:07;Amsterdam;EASYJET;EZS1356;ARRIVED;;62
26.05.18 15:10;26.05.18 16:34;Catania;SWISS;LX2387;ARRIVED;;84
26.05.18 15:20;26.05.18 15:12;Manchester;EASYJET;EZY1949;ARRIVED;;-8
26.05.18 15:25;26.05.18 15:23;Paris ORY;EASYJET;EZY1398;ARRIVED;;-2
26.05.18 15:35;26.05.18 17:16;London LGW;EASYJET;EZY8474;ARRIVED;;101
26.05.18 15:50;26.05.18 21:50;Mahon;EASYJET;EZS1524;ARRIVED;;360
26.05.18 15:55;26.05.18 16:03;Dublin;AER LINGUS;EI684;ARRIVED;;8
26.05.18 16:00;26.05.18 16:01;Amman;ROYAL JORDANIAN;RJ153;ARRIVED;;1
26.05.18 16:05;26.05.18 16:05;Munich;LUFTHANSA;LH2386;ARRIVED;;0
26.05.18 16:05;26.05.18 17:20;Palma Mallorca;SWISS;LX2161;ARRIVED;;75
26.05.18 16:10;26.05.18 16:36;Lisbon;EASYJET;EZY1444;ARRIVED;;26
26.05.18 16:20;26.05.18 16:31;Casablanca;ROYAL AIR MAROC;AT930;ARRIVED;;11
26.05.18 16:30;26.05.18 16:21;Vienna;EASYJET;EZS1486;ARRIVED;;-9
26.05.18 16:30;26.05.18 16:29;Amsterdam;KLM ROYAL DUTCH AIRLINES;KL1931;ARRIVED;;-1
26.05.18 16:35;26.05.18 17:42;Malta;AIR MALTA;KM482;ARRIVED;;67
26.05.18 16:50;26.05.18 17:06;Dubrovnik;EASYJET;EZS1324;ARRIVED;;16
26.05.18 16:55;26.05.18 17:12;Olbia;EASYJET;EZS1504;ARRIVED;;17
26.05.18 17:00;26.05.18 17:26;London LHR;SWISS;LX355;ARRIVED;;26
26.05.18 17:05;26.05.18 18:14;Palma Mallorca;EASYJET;EZY1516;ARRIVED;;69
26.05.18 17:10;26.05.18 17:04;Frankfurt;LUFTHANSA;LH1222;ARRIVED;;-6
26.05.18 17:10;26.05.18 17:10;Rome FCO;ALITALIA;AZ578;ARRIVED;;0
26.05.18 17:10;26.05.18 17:23;Zurich;SWISS;LX2808;ARRIVED;;13
26.05.18 17:15;26.05.18 17:36;Paris CDG;AIR FRANCE;AF1342;ARRIVED;;21
26.05.18 17:15;26.05.18 17:44;Venice;EASYJET;EZY3325;ARRIVED;;29
26.05.18 17:25;26.05.18 18:27;Riga;AIR BALTIC;BT647;ARRIVED;;62
26.05.18 17:30;26.05.18 17:33;Istanbul IST;TURKISH AIRLINES;TK1919;ARRIVED;;3
26.05.18 17:30;26.05.18 17:55;Lisbon;TAP PORTUGAL;TP948;ARRIVED;;25
26.05.18 17:30;26.05.18 18:20;Nice;EASYJET;EZS1384;ARRIVED;;50
26.05.18 17:30;26.05.18 19:04;Porto;SWISS;LX2079;ARRIVED;;94
26.05.18 17:40;26.05.18 18:34;Lisbon;SWISS;LX2093;ARRIVED;;54
26.05.18 17:45;26.05.18 17:35;Barcelona;VUELING;VY6201;ARRIVED;;-10
26.05.18 17:50;;Madrid;IBERIA;IB3486;CANCELLED;;
26.05.18 18:00;26.05.18 18:44;Frankfurt;LUFTHANSA;LH1224;ARRIVED;;44
26.05.18 18:10;26.05.18 18:32;Helsinki;FINNAIR;AY1533;ARRIVED;;22
26.05.18 18:15;26.05.18 18:14;London LHR;BRITISH AIRWAYS;BA734;ARRIVED;;-1
26.05.18 18:15;26.05.18 19:23;London LGW;EASYJET;EZS8476;ARRIVED;;68
26.05.18 18:35;26.05.18 18:35;Athens;SWISS;LX1823;ARRIVED;;0
26.05.18 18:35;26.05.18 18:57;Lisbon;EASYJET;EZS1446;ARRIVED;;22
26.05.18 18:35;26.05.18 19:07;Zurich;SWISS;LX2810;ARRIVED;;32
26.05.18 18:40;26.05.18 18:44;Amsterdam;KLM ROYAL DUTCH AIRLINES;KL1933;ARRIVED;;4
26.05.18 18:45;26.05.18 19:28;Frankfurt;LUFTHANSA;LH1226;ARRIVED;;43
26.05.18 18:45;26.05.18 21:30;Figari;EASYJET;EZS1550;ARRIVED;;165
26.05.18 18:55;26.05.18 19:26;Warsaw;LOT POLISH AIRLINES;LO415;ARRIVED;;31
26.05.18 19:20;26.05.18 19:22;Vienna;AUSTRIAN;OS575;ARRIVED;;2
26.05.18 19:20;26.05.18 19:39;Porto;TAP PORTUGAL;TP942;ARRIVED;;19
26.05.18 19:35;26.05.18 19:40;Munich;LUFTHANSA;LH2388;ARRIVED;;5
26.05.18 19:40;26.05.18 19:31;Paris CDG;AIR FRANCE;AF1042;ARRIVED;;-9
26.05.18 19:50;26.05.18 19:21;Dubai;EMIRATES;EK083;ARRIVED;;-29
26.05.18 19:55;26.05.18 21:23;London LHR;SWISS;LX349;ARRIVED;;88
26.05.18 20:20;26.05.18 21:30;Barcelona;EASYJET;EZY1406;ARRIVED;;70
26.05.18 20:25;26.05.18 20:12;London LHR;BRITISH AIRWAYS;BA736;ARRIVED;;-13
26.05.18 20:40;26.05.18 20:30;Moscow SVO;AEROFLOT;SU2382;ARRIVED;;-10
26.05.18 20:40;26.05.18 20:32;Porto;EASYJET;EZY1460;ARRIVED;;-8
26.05.18 20:55;26.05.18 21:05;Edinburgh;EASYJET;EZY6907;ARRIVED;;10
26.05.18 21:05;26.05.18 22:28;London LGW;EASYJET;EZY8480;ARRIVED;;83
26.05.18 21:35;26.05.18 21:24;Istanbul IST;TURKISH AIRLINES;TK1329;ARRIVED;;-11
26.05.18 21:35;26.05.18 21:34;Mykonos;EASYJET;EZS1578;ARRIVED;;-1
26.05.18 21:35;26.05.18 21:37;Zurich;SWISS;LX2816;ARRIVED;;2
26.05.18 21:40;26.05.18 21:18;Tenerife;EASYJET;EZS1542;ARRIVED;;-22
26.05.18 21:55;26.05.18 21:55;Brussels;BRUSSELS AIRLINES;SN2725;ARRIVED;;0
26.05.18 21:55;26.05.18 22:31;Paris CDG;AIR FRANCE;AF1242;ARRIVED;;36
26.05.18 21:55;26.05.18 23:30;Ajaccio;EASYJET;EZS1308;ARRIVED;;95
26.05.18 22:00;26.05.18 21:56;London LHR;SWISS;LX357;ARRIVED;;-4
26.05.18 22:00;26.05.18 22:03;Heraklion;SWISS;LX2351;ARRIVED;;3
26.05.18 22:05;26.05.18 22:10;Frankfurt;LUFTHANSA;LH1228;ARRIVED;;5
26.05.18 22:05;26.05.18 22:27;Madrid;IBERIA;IB3482;ARRIVED;;22
26.05.18 22:15;26.05.18 22:42;Amsterdam;KLM ROYAL DUTCH AIRLINES;KL1937;ARRIVED;;27
26.05.18 22:25;;Bordeaux;EASYJET;EZS1376;CANCELLED;;
26.05.18 22:25;;Toulouse;EASYJET;EZS1476;CANCELLED;;
26.05.18 22:25;26.05.18 22:06;London LHR;BRITISH AIRWAYS;BA738;ARRIVED;;-19
26.05.18 22:40;;Malaga;EASYJET;EZS1436;CANCELLED;;
26.05.18 22:40;26.05.18 23:08;Heraklion;EASYJET;EZS1560;ARRIVED;;28
26.05.18 22:40;26.05.18 23:12;Reykjavik;EASYJET;EZS1522;ARRIVED;;32
26.05.18 22:45;26.05.18 23:37;Brindisi;EASYJET;EZS1546;ARRIVED;;52
26.05.18 22:50;26.05.18 22:47;Pristina;EASYJET;EZS1484;ARRIVED;;-3
26.05.18 22:50;26.05.18 22:54;Malta;EASYJET;EZS1496;ARRIVED;;4
26.05.18 22:55;;Ibiza;EASYJET;EZS1520;CANCELLED;;
26.05.18 22:55;27.05.18 00:18;Marrakech;EASYJET;EZS1312;ARRIVED;;83
26.05.18 22:55;26.05.18 23:47;Hurghada;EASYJET;EZS1570;ARRIVED;;52
26.05.18 23:00;26.05.18 22:52;Rome FCO;ALITALIA;AZ568;ARRIVED;;-8
26.05.18 23:25;26.05.18 23:44;Zurich;SWISS;LX2818;ARRIVED;;19
26.05.18 23:45;26.05.18 23:47;Lisbon;TAP PORTUGAL;TP946;ARRIVED;;2
27.05.18 07:40;27.05.18 08:22;Washington;UNITED AIRLINES;UA974;ARRIVED;;42
27.05.18 07:45;27.05.18 07:17;Abu Dhabi;ETIHAD AIRWAYS;EY051;ARRIVED;;-28
27.05.18 07:45;27.05.18 09:25;Newark;UNITED AIRLINES;UA956;ARRIVED;;100
27.05.18 07:50;27.05.18 07:36;Palma Mallorca;EASYJET;EZY1514;ARRIVED;;-14
27.05.18 08:15;27.05.18 08:24;Barcelona;EASYJET;EZY1404;ARRIVED;;9
27.05.18 08:20;27.05.18 08:29;Amsterdam;KLM ROYAL DUTCH AIRLINES;KL1925;ARRIVED;;9
27.05.18 08:20;27.05.18 09:16;Paris CDG;AIR FRANCE;AF1542;ARRIVED;;56
27.05.18 08:25;27.05.18 08:17;Zurich;SWISS;LX2802;ARRIVED;;-8
27.05.18 08:30;27.05.18 08:36;Frankfurt;LUFTHANSA;LH1212;ARRIVED;;6
27.05.18 08:45;27.05.18 08:57;Vienna;AUSTRIAN;OS571;ARRIVED;;12
27.05.18 08:50;;Barcelona;VUELING;VY6207;CANCELLED;;
27.05.18 08:55;27.05.18 09:03;Munich;LUFTHANSA;LH2382;ARRIVED;;8
27.05.18 09:15;27.05.18 08:56;New York;SWISS;LX023;ARRIVED;;-19
27.05.18 09:15;27.05.18 10:48;London LTN;EASYJET;EZY2051;ARRIVED;;93
27.05.18 09:20;;Nice;EASYJET;EZS1378;CANCELLED;;
27.05.18 09:20;27.05.18 09:28;London LHR;BRITISH AIRWAYS;BA724;ARRIVED;;8
27.05.18 09:40;27.05.18 09:34;Porto;EASYJET;EZY1452;ARRIVED;;-6
27.05.18 09:40;27.05.18 09:40;Paris CDG;AIR FRANCE;AF1642;ARRIVED;;0
27.05.18 09:45;27.05.18 09:31;Tel Aviv;EL AL;LY345;ARRIVED;;-14
27.05.18 09:45;27.05.18 09:36;Stockholm;SAS SCANDINAVIAN AIRLINES;SK2615;ARRIVED;;-9
27.05.18 09:45;27.05.18 10:03;Warsaw;LOT POLISH AIRLINES;LO417;ARRIVED;;18
27.05.18 09:50;27.05.18 09:42;Split;EASYJET;EZS1318;ARRIVED;;-8
27.05.18 09:55;27.05.18 09:52;Oslo;NORWEGIAN;DY1602;ARRIVED;;-3
27.05.18 10:00;27.05.18 09:49;Rome FCO;EASYJET;EZS1344;ARRIVED;;-11
27.05.18 10:00;27.05.18 10:18;Manchester;EASYJET;EZY1947;ARRIVED;;18
27.05.18 10:05;27.05.18 10:05;Frankfurt;LUFTHANSA;LH1214;ARRIVED;;0
27.05.18 10:05;27.05.18 10:09;Toronto;AIR CANADA;AC834;ARRIVED;;4
27.05.18 10:05;27.05.18 10:21;Paris ORY;EASYJET;EZS1398;ARRIVED;;16
27.05.18 10:10;27.05.18 10:36;Minsk;BELAVIA;B2871;ARRIVED;;26
27.05.18 10:15;27.05.18 10:30;Bristol;EASYJET;EZY6153;ARRIVED;;15
27.05.18 10:15;27.05.18 10:39;Edinburgh;EASYJET;EZY6905;ARRIVED;;24
27.05.18 10:15;27.05.18 11:10;Palma Mallorca;SWISS;LX2161;ARRIVED;;55
27.05.18 10:20;27.05.18 10:23;Zurich;SWISS;LX2804;ARRIVED;;3
27.05.18 10:25;27.05.18 10:43;London LGW;EASYJET;EZY8462;ARRIVED;;18
27.05.18 10:35;27.05.18 10:27;Beirut;MEA MIDDLE EAST AIRLINES;ME213;ARRIVED;;-8
27.05.18 10:35;27.05.18 10:43;Istanbul IST;TURKISH AIRLINES;TK1917;ARRIVED;;8
27.05.18 10:35;27.05.18 11:07;Brussels;BRUSSELS AIRLINES;SN2713;ARRIVED;;32
27.05.18 10:40;27.05.18 11:00;Olbia;EASYJET;EZS1502;ARRIVED;;20
27.05.18 10:55;27.05.18 10:51;Catania;EASYJET;EZS1562;ARRIVED;;-4
27.05.18 10:55;27.05.18 11:04;Lisbon;EASYJET;EZY1442;ARRIVED;;9
27.05.18 10:55;27.05.18 11:49;Porto;EASYJET;EZS1454;ARRIVED;;54
27.05.18 11:00;27.05.18 11:02;Luxembourg;AVANTI AIR;9Z301H;ARRIVED;;2
27.05.18 11:00;27.05.18 11:07;London LHR;BRITISH AIRWAYS;BA726;ARRIVED;;7
27.05.18 11:10;27.05.18 11:17;Liverpool;EASYJET;EZY7283;ARRIVED;;7
27.05.18 11:10;27.05.18 11:30;Paris CDG;AIR FRANCE;AF1842;ARRIVED;;20
27.05.18 11:10;27.05.18 11:36;Amsterdam;KLM ROYAL DUTCH AIRLINES;KL1927;ARRIVED;;26
27.05.18 11:10;27.05.18 12:11;Alicante;EASYJET;EZS1426;ARRIVED;;61
27.05.18 11:15;27.05.18 11:33;Prague;SWISS;LX1473;ARRIVED;;18
27.05.18 11:15;27.05.18 11:59;Santiago C;EASYJET;EZS1338;ARRIVED;;44
27.05.18 11:25;27.05.18 11:34;Rome FCO;ALITALIA;AZ576;ARRIVED;;9
27.05.18 11:30;27.05.18 11:54;Madrid;IBERIA;IB3480;ARRIVED;;24
27.05.18 11:30;27.05.18 12:04;London LHR;SWISS;LX353;ARRIVED;;34
27.05.18 11:30;27.05.18 12:07;Malaga;EASYJET;EZS1432;ARRIVED;;37
27.05.18 11:30;27.05.18 12:32;Brussels;EASYJET;EZS1534;ARRIVED;;62
27.05.18 11:40;27.05.18 11:58;Moscow SVO;AEROFLOT;SU2380;ARRIVED;;18
27.05.18 11:45;27.05.18 12:29;Madrid;EASYJET;EZS1416;ARRIVED;;44
27.05.18 11:50;27.05.18 12:18;Lisbon;TAP PORTUGAL;TP952;ARRIVED;;28
27.05.18 12:05;27.05.18 12:22;Florence;SWISS;LX1691;ARRIVED;;17
27.05.18 12:05;27.05.18 12:38;Dublin;SWISS;LX411;ARRIVED;;33
27.05.18 12:10;27.05.18 12:18;London LHR;BRITISH AIRWAYS;BA728;ARRIVED;;8
27.05.18 12:15;27.05.18 12:36;Naples;EASYJET;EZY1554;ARRIVED;;21
27.05.18 12:15;27.05.18 12:43;Paris CDG;AIR FRANCE;AF1742;ARRIVED;;28
27.05.18 12:25;27.05.18 13:16;Lisbon;EASYJET;EZS1444;ARRIVED;;51
27.05.18 12:45;27.05.18 13:07;Kiev;UKRAINE INTERNATIONAL;PS485;ARRIVED;;22
27.05.18 12:50;27.05.18 14:27;Malaga;EASYJET;EZS9436;ARRIVED;;97
27.05.18 12:55;27.05.18 13:00;Porto;TAP PORTUGAL;TP938;ARRIVED;;5
27.05.18 13:00;27.05.18 13:07;Marrakech;SWISS;LX2201;ARRIVED;;7
27.05.18 13:10;27.05.18 13:34;Zurich;SWISS;LX2824;ARRIVED;;24
27.05.18 13:15;27.05.18 13:26;Dubai;EMIRATES;EK089;ARRIVED;;11
27.05.18 13:20;27.05.18 14:07;Frankfurt;LUFTHANSA;LH1216;ARRIVED;;47
27.05.18 13:30;27.05.18 13:17;Doha;QATAR AIRWAYS;QR099;ARRIVED;;-13
27.05.18 13:30;27.05.18 14:43;Ajaccio;EASYJET;EZS1306;ARRIVED;;73
27.05.18 13:35;27.05.18 13:37;London LGW;EASYJET;EZS8466;ARRIVED;;2
27.05.18 13:35;27.05.18 13:49;Amsterdam;KLM ROYAL DUTCH AIRLINES;KL1929;ARRIVED;;14
27.05.18 13:50;27.05.18 13:58;Larnaca;COBALT AIR;CO364;ARRIVED;;8
27.05.18 13:50;27.05.18 14:03;Paris CDG;AIR FRANCE;AF1442;ARRIVED;;13
27.05.18 13:55;27.05.18 14:10;Istanbul IST;TURKISH AIRLINES;TK1921;ARRIVED;;15
27.05.18 14:00;27.05.18 14:01;Zurich;SWISS;LX2806;ARRIVED;;1
27.05.18 14:00;27.05.18 14:10;Cairo;EGYPTAIR;MS771;ARRIVED;;10
27.05.18 14:05;27.05.18 13:51;Istanbul SAW;PEGASUS;PC953;ARRIVED;;-14
27.05.18 14:15;27.05.18 14:20;Frankfurt;LUFTHANSA;LH1218;ARRIVED;;5
27.05.18 14:15;27.05.18 15:19;Cagliari;EASYJET;EZS1508;ARRIVED;;64
27.05.18 14:20;27.05.18 14:12;London LHR;BRITISH AIRWAYS;BA730;ARRIVED;;-8
27.05.18 14:25;27.05.18 14:42;Madrid;IBERIA;IB3490;ARRIVED;;17
27.05.18 14:40;27.05.18 14:30;Jeddah;SAUDIA;SV237;ARRIVED;;-10
27.05.18 14:40;27.05.18 15:55;Nice;EASYJET;EZS1380;ARRIVED;;75
27.05.18 15:00;27.05.18 16:25;Porto;EASYJET;EZY1456;ARRIVED;;85
